ID	NER	label
gossipcop-1333002237	3	fake
gossipcop-1336256939	3	fake
gossipcop-1339876563	3	fake
gossipcop-1344406228	2	fake
gossipcop-1349893263	3	fake
gossipcop-1360722071	1	fake
gossipcop-1361315567	3	fake
gossipcop-1361560822	3	fake
gossipcop-1365192937	5	fake
gossipcop-1366889953	1	fake
gossipcop-1369150512	3	fake
gossipcop-1369804075	0	fake
gossipcop-13736481	1	fake
gossipcop-1375570271	2	fake
gossipcop-1380587821	2	fake
gossipcop-1380729469	1	fake
gossipcop-1381944265	2	fake
gossipcop-1385937069	1	fake
gossipcop-1386564222	1	fake
gossipcop-1391794235	1	fake
gossipcop-1393324921	2	fake
gossipcop-1394099574	2	fake
gossipcop-1398125520	3	fake
gossipcop-1398282945	3	fake
gossipcop-1398529432	3	fake
gossipcop-1399234045	1	fake
gossipcop-1402129558	1	fake
gossipcop-140849966	2	fake
gossipcop-1409790969	2	fake
gossipcop-1410407190	1	fake
gossipcop-1410900558	1	fake
gossipcop-1411966817	0	fake
gossipcop-1413519098	3	fake
gossipcop-1414621205	2	fake
gossipcop-1416257068	1	fake
gossipcop-1418105606	1	fake
gossipcop-141965938	1	fake
gossipcop-1424848077	2	fake
gossipcop-1432833690	5	fake
gossipcop-1433840923	2	fake
gossipcop-1434380198	2	fake
gossipcop-1440280874	2	fake
gossipcop-1442274618	2	fake
gossipcop-1445432909	3	fake
gossipcop-1448464423	3	fake
gossipcop-1448667119	2	fake
gossipcop-1450195626	1	fake
gossipcop-1454304840	1	fake
gossipcop-1455024839	1	fake
gossipcop-1457904080	0	fake
gossipcop-1462766857	1	fake
gossipcop-1463233478	0	fake
gossipcop-1470939687	2	fake
gossipcop-1472949555	2	fake
gossipcop-1473113094	2	fake
gossipcop-1474948818	3	fake
gossipcop-1475623156	2	fake
gossipcop-1477811185	3	fake
gossipcop-1485355129	2	fake
gossipcop-1488759008	2	fake
gossipcop-1494351955	2	fake
gossipcop-1495995782	1	fake
gossipcop-1497308886	2	fake
gossipcop-1498338899	2	fake
gossipcop-1500371630	1	fake
gossipcop-1500928748	0	fake
gossipcop-1501322357	2	fake
gossipcop-1505670647	1	fake
gossipcop-1509745173	0	fake
gossipcop-1509983640	2	fake
gossipcop-1515227891	2	fake
gossipcop-1517816546	3	fake
gossipcop-1518320128	1	fake
gossipcop-1525600180	5	fake
gossipcop-1526103103	2	fake
gossipcop-152704263	4	fake
gossipcop-1527288531	1	fake
gossipcop-1529722227	1	fake
gossipcop-1532318228	3	fake
gossipcop-1533690826	3	fake
gossipcop-1535895023	1	fake
gossipcop-1536008610	3	fake
gossipcop-1537399397	2	fake
gossipcop-1537867221	2	fake
gossipcop-1539005641	1	fake
gossipcop-1541245230	3	fake
gossipcop-1544238959	4	fake
gossipcop-1546564922	5	fake
gossipcop-1548429285	1	fake
gossipcop-1549735722	3	fake
gossipcop-1550362715	3	fake
gossipcop-155150728	0	fake
gossipcop-1552405208	4	fake
gossipcop-1555796015	3	fake
gossipcop-1558798692	0	fake
gossipcop-1561429427	1	fake
gossipcop-1563620722	2	fake
gossipcop-1568004340	3	fake
gossipcop-157100313	3	fake
gossipcop-1574020431	2	fake
gossipcop-1577558126	1	fake
gossipcop-1578034404	3	fake
gossipcop-157955109	1	fake
gossipcop-1581337290	3	fake
gossipcop-158160541	2	fake
gossipcop-1583787323	2	fake
gossipcop-1587930811	2	fake
gossipcop-1589096459	2	fake
gossipcop-1589416456	4	fake
gossipcop-1594116936	4	fake
gossipcop-1594778479	5	fake
gossipcop-1595769865	2	fake
gossipcop-1601939859	3	fake
gossipcop-1601965602	3	fake
gossipcop-1603093548	1	fake
gossipcop-1603768996	2	fake
gossipcop-1605279754	3	fake
gossipcop-1606507932	2	fake
gossipcop-1608650114	4	fake
gossipcop-1609349373	2	fake
gossipcop-1612763066	2	fake
gossipcop-1613202366	1	fake
gossipcop-1614963098	2	fake
gossipcop-1615677123	3	fake
gossipcop-1619644929	3	fake
gossipcop-162455960	0	fake
gossipcop-1625086607	3	fake
gossipcop-1628359937	3	fake
gossipcop-1628848955	0	fake
gossipcop-1631688673	1	fake
gossipcop-163343752	1	fake
gossipcop-1634815619	4	fake
gossipcop-1635033289	3	fake
gossipcop-1636531105	2	fake
gossipcop-1637698980	3	fake
gossipcop-1639098685	3	fake
gossipcop-1640600260	2	fake
gossipcop-1641350619	3	fake
gossipcop-1648328243	4	fake
gossipcop-1655240353	3	fake
gossipcop-1655879516	2	fake
gossipcop-1656652339	2	fake
gossipcop-1658391416	1	fake
gossipcop-165933944	0	fake
gossipcop-1659503489	3	fake
gossipcop-166090243	1	fake
gossipcop-1669042987	3	fake
gossipcop-1669955471	6	fake
gossipcop-1670898356	2	fake
gossipcop-1674483293	1	fake
gossipcop-1675667628	2	fake
gossipcop-1679060929	3	fake
gossipcop-1680459589	3	fake
gossipcop-1680756957	1	fake
gossipcop-168175528	2	fake
gossipcop-1685663261	1	fake
gossipcop-1686501961	1	fake
gossipcop-1689421323	2	fake
gossipcop-1691783074	4	fake
gossipcop-1692898142	2	fake
gossipcop-1694402592	1	fake
gossipcop-1694904591	3	fake
gossipcop-1695932627	1	fake
gossipcop-1698175515	1	fake
gossipcop-1698913031	1	fake
gossipcop-1698969036	2	fake
gossipcop-1699548247	2	fake
gossipcop-1700268836	2	fake
gossipcop-1700296100	3	fake
gossipcop-1704742043	1	fake
gossipcop-1705101669	4	fake
gossipcop-1708638493	2	fake
gossipcop-1711630759	2	fake
gossipcop-1712346836	3	fake
gossipcop-1714394663	3	fake
gossipcop-1716370499	4	fake
gossipcop-1716950828	1	fake
gossipcop-1718137654	3	fake
gossipcop-1720994729	2	fake
gossipcop-1722053022	3	fake
gossipcop-1725178626	4	fake
gossipcop-1732632475	3	fake
gossipcop-173381532	2	fake
gossipcop-1738357324	1	fake
gossipcop-1743922880	3	fake
gossipcop-174523171	0	fake
gossipcop-1745549479	2	fake
gossipcop-1748893181	4	fake
gossipcop-1749251349	2	fake
gossipcop-174999294	3	fake
gossipcop-1753721453	1	fake
gossipcop-1755779346	2	fake
gossipcop-1757374802	3	fake
gossipcop-1760401680	1	fake
gossipcop-1760479830	5	fake
gossipcop-1761311625	3	fake
gossipcop-1768508809	1	fake
gossipcop-1769520881	3	fake
gossipcop-1770549032	4	fake
gossipcop-1773639736	3	fake
gossipcop-1778809739	5	fake
gossipcop-178000221	3	fake
gossipcop-1783115695	4	fake
gossipcop-1783331592	1	fake
gossipcop-1783348927	3	fake
gossipcop-1784520868	3	fake
gossipcop-1788127353	1	fake
gossipcop-1788272839	1	fake
gossipcop-179256935	1	fake
gossipcop-1793704698	3	fake
gossipcop-1794650088	2	fake
gossipcop-1797789619	3	fake
gossipcop-1799327317	2	fake
gossipcop-1801530199	3	fake
gossipcop-1806451551	1	fake
gossipcop-1810948294	2	fake
gossipcop-1811064392	5	fake
gossipcop-1812006033	3	fake
gossipcop-1812612510	2	fake
gossipcop-1813624081	2	fake
gossipcop-181752125	2	fake
gossipcop-1818759378	4	fake
gossipcop-1819145958	1	fake
gossipcop-182239906	2	fake
gossipcop-1823945424	3	fake
gossipcop-1828135129	4	fake
gossipcop-1832654937	1	fake
gossipcop-1834960333	3	fake
gossipcop-1836619930	2	fake
gossipcop-1843377871	2	fake
gossipcop-1843695308	1	fake
gossipcop-184439773	3	fake
gossipcop-185105069	2	fake
gossipcop-1852746781	1	fake
gossipcop-1858381621	2	fake
gossipcop-1858824870	3	fake
gossipcop-1859502594	1	fake
gossipcop-1860207757	2	fake
gossipcop-1864911369	3	fake
gossipcop-1867462484	1	fake
gossipcop-1871620468	2	fake
gossipcop-1877431797	3	fake
gossipcop-1883356669	2	fake
gossipcop-1885887731	0	fake
gossipcop-1888291843	1	fake
gossipcop-189024222	2	fake
gossipcop-1893175436	2	fake
gossipcop-1897931921	2	fake
gossipcop-1901912137	2	fake
gossipcop-1903074961	3	fake
gossipcop-1904248445	1	fake
gossipcop-190525100	1	fake
gossipcop-1905729180	3	fake
gossipcop-1908732473	4	fake
gossipcop-1909076702	2	fake
gossipcop-191156688	1	fake
gossipcop-1914781905	3	fake
gossipcop-1916002518	2	fake
gossipcop-1917210346	5	fake
gossipcop-1919418708	4	fake
gossipcop-1919556616	0	fake
gossipcop-1920823190	2	fake
gossipcop-1928968897	2	fake
gossipcop-1929736766	2	fake
gossipcop-1934036410	1	fake
gossipcop-1942196966	2	fake
gossipcop-1945469340	2	fake
gossipcop-1946072246	2	fake
gossipcop-1949850843	3	fake
gossipcop-1950567758	2	fake
gossipcop-1951916011	2	fake
gossipcop-1954191714	2	fake
gossipcop-1954289539	3	fake
gossipcop-1955766846	1	fake
gossipcop-1957482622	3	fake
gossipcop-1959268734	2	fake
gossipcop-1960059295	2	fake
gossipcop-1968675605	6	fake
gossipcop-197053823	2	fake
gossipcop-1975320125	1	fake
gossipcop-1976997309	1	fake
gossipcop-1977287307	0	fake
gossipcop-1979287389	2	fake
gossipcop-1985203952	2	fake
gossipcop-1985988712	3	fake
gossipcop-1987636422	2	fake
gossipcop-1992584375	2	fake
gossipcop-1994380875	1	fake
gossipcop-1995680109	3	fake
gossipcop-1999047183	2	fake
gossipcop-1999241035	0	fake
gossipcop-2004562842	1	fake
gossipcop-2009291305	4	fake
gossipcop-2011566120	2	fake
gossipcop-2012311671	1	fake
gossipcop-201837745	1	fake
gossipcop-2019733185	2	fake
gossipcop-20216430	2	fake
gossipcop-2022735106	1	fake
gossipcop-2023027695	1	fake
gossipcop-2024584756	2	fake
gossipcop-2028638826	2	fake
gossipcop-2029753949	1	fake
gossipcop-2030216914	3	fake
gossipcop-2036164839	2	fake
gossipcop-2036408420	0	fake
gossipcop-2045311114	2	fake
gossipcop-2048459712	1	fake
gossipcop-2049352387	1	fake
gossipcop-2054282410	5	fake
gossipcop-2055017380	2	fake
gossipcop-2064470814	0	fake
gossipcop-2065033867	3	fake
gossipcop-2075473505	1	fake
gossipcop-2076682877	5	fake
gossipcop-207678159	2	fake
gossipcop-2079115991	1	fake
gossipcop-2079600940	2	fake
gossipcop-2080727909	1	fake
gossipcop-2088192726	2	fake
gossipcop-2088791599	2	fake
gossipcop-2089437072	5	fake
gossipcop-2093750108	2	fake
gossipcop-2096039206	3	fake
gossipcop-2096283948	0	fake
gossipcop-2108146336	3	fake
gossipcop-2109585389	2	fake
gossipcop-2111229547	0	fake
gossipcop-2115164156	4	fake
gossipcop-2116458	2	fake
gossipcop-211703249	2	fake
gossipcop-2120490422	1	fake
gossipcop-2121835149	1	fake
gossipcop-2122263353	3	fake
gossipcop-2123350375	2	fake
gossipcop-212976411	1	fake
gossipcop-2129824884	1	fake
gossipcop-2134519765	2	fake
gossipcop-2134848777	1	fake
gossipcop-2136444515	3	fake
gossipcop-2137782347	1	fake
gossipcop-213925729	4	fake
gossipcop-2139623414	1	fake
gossipcop-2141534115	4	fake
gossipcop-2150896615	2	fake
gossipcop-2157078973	1	fake
gossipcop-2161541420	1	fake
gossipcop-2161763691	1	fake
gossipcop-2163338800	2	fake
gossipcop-2167384102	5	fake
gossipcop-2168621405	0	fake
gossipcop-2168769921	3	fake
gossipcop-2169490620	1	fake
gossipcop-2172181860	1	fake
gossipcop-2174360677	3	fake
gossipcop-2176444484	1	fake
gossipcop-2179388246	1	fake
gossipcop-2179465980	1	fake
gossipcop-2181992320	1	fake
gossipcop-2182023698	2	fake
gossipcop-218256509	1	fake
gossipcop-2187887628	2	fake
gossipcop-2190333050	3	fake
gossipcop-2194208436	2	fake
gossipcop-2194660040	2	fake
gossipcop-2195629738	0	fake
gossipcop-2198033075	2	fake
gossipcop-2205318349	1	fake
gossipcop-220541845	1	fake
gossipcop-2205817813	2	fake
gossipcop-2210180379	3	fake
gossipcop-2210288941	2	fake
gossipcop-2211260486	3	fake
gossipcop-2214746780	3	fake
gossipcop-2214871663	2	fake
gossipcop-2218190845	3	fake
gossipcop-2220709136	4	fake
gossipcop-222305674	4	fake
gossipcop-2224998256	2	fake
gossipcop-22281334	1	fake
gossipcop-2230273583	4	fake
gossipcop-223393871	1	fake
gossipcop-2241809477	1	fake
gossipcop-2241879365	3	fake
gossipcop-2243489428	3	fake
gossipcop-2246616187	4	fake
gossipcop-2247616847	2	fake
gossipcop-2247826510	3	fake
gossipcop-2249727095	6	fake
gossipcop-2251959234	3	fake
gossipcop-2253796084	3	fake
gossipcop-2254004589	1	fake
gossipcop-2257691504	5	fake
gossipcop-2262275023	3	fake
gossipcop-2262598168	2	fake
gossipcop-2265581126	2	fake
gossipcop-2266317886	2	fake
gossipcop-2267083763	3	fake
gossipcop-2268522877	5	fake
gossipcop-2273816633	4	fake
gossipcop-2274729224	3	fake
gossipcop-2277402152	4	fake
gossipcop-2280130912	2	fake
gossipcop-2283875293	1	fake
gossipcop-2285523495	2	fake
gossipcop-2287631382	5	fake
gossipcop-2292535250	2	fake
gossipcop-2294122233	2	fake
gossipcop-2299557143	2	fake
gossipcop-2301664029	4	fake
gossipcop-2303457681	1	fake
gossipcop-2309589427	1	fake
gossipcop-2311443163	2	fake
gossipcop-2311657471	1	fake
gossipcop-2315745010	3	fake
gossipcop-2316846257	1	fake
gossipcop-2317778987	4	fake
gossipcop-2320729409	2	fake
gossipcop-2325058991	2	fake
gossipcop-2326214787	1	fake
gossipcop-2327450039	2	fake
gossipcop-2330654892	1	fake
gossipcop-2332731598	3	fake
gossipcop-2333766473	0	fake
gossipcop-2335021732	1	fake
gossipcop-2336869197	3	fake
gossipcop-2341104097	3	fake
gossipcop-2343200806	3	fake
gossipcop-2343299673	6	fake
gossipcop-2346813694	3	fake
gossipcop-2351174301	2	fake
gossipcop-2362638360	2	fake
gossipcop-2365780434	1	fake
gossipcop-2365987922	2	fake
gossipcop-2366012895	3	fake
gossipcop-2375563556	5	fake
gossipcop-2377360127	3	fake
gossipcop-2384909612	2	fake
gossipcop-2388806885	4	fake
gossipcop-2389711269	2	fake
gossipcop-2389938114	5	fake
gossipcop-2394847363	3	fake
gossipcop-2394982572	1	fake
gossipcop-2399257972	1	fake
gossipcop-2401725141	3	fake
gossipcop-2405182303	2	fake
gossipcop-2406635871	3	fake
gossipcop-2408301637	3	fake
gossipcop-2409092017	4	fake
gossipcop-2409856306	4	fake
gossipcop-2414287507	5	fake
gossipcop-2415967432	3	fake
gossipcop-2418065637	3	fake
gossipcop-2419841037	4	fake
gossipcop-2420429687	3	fake
gossipcop-242084790	1	fake
gossipcop-2421920838	5	fake
gossipcop-2422935746	3	fake
gossipcop-2425399472	3	fake
gossipcop-2429826373	4	fake
gossipcop-2433981481	2	fake
gossipcop-2435526162	2	fake
gossipcop-2442366113	4	fake
gossipcop-2443258010	5	fake
gossipcop-2446217151	2	fake
gossipcop-2455582157	2	fake
gossipcop-2459545786	3	fake
gossipcop-2461397585	3	fake
gossipcop-246415674	4	fake
gossipcop-2465874790	2	fake
gossipcop-2468376756	2	fake
gossipcop-2469835068	1	fake
gossipcop-2472082245	2	fake
gossipcop-2475893366	4	fake
gossipcop-2480559335	2	fake
gossipcop-2485085069	1	fake
gossipcop-2486264114	5	fake
gossipcop-2488404802	2	fake
gossipcop-2490475291	3	fake
gossipcop-2491359601	3	fake
gossipcop-2493253446	2	fake
gossipcop-2493749932	2	fake
gossipcop-2495820451	2	fake
gossipcop-2497898226	3	fake
gossipcop-2499277246	0	fake
gossipcop-2499994250	2	fake
gossipcop-2502492072	2	fake
gossipcop-2504208932	0	fake
gossipcop-2504785566	2	fake
gossipcop-2509430407	2	fake
gossipcop-2511047593	2	fake
gossipcop-2514104692	1	fake
gossipcop-2516712786	2	fake
gossipcop-2517493842	2	fake
gossipcop-2518380754	1	fake
gossipcop-2526600945	3	fake
gossipcop-2526708994	2	fake
gossipcop-2527097857	2	fake
gossipcop-2527896655	2	fake
gossipcop-2528628961	2	fake
gossipcop-2530086995	3	fake
gossipcop-2532233011	2	fake
gossipcop-2532348673	2	fake
gossipcop-2534782233	4	fake
gossipcop-2540145132	4	fake
gossipcop-2540748672	4	fake
gossipcop-254760936	1	fake
gossipcop-2548751922	1	fake
gossipcop-2549221755	0	fake
gossipcop-2550534910	3	fake
gossipcop-2555183019	4	fake
gossipcop-2558179704	3	fake
gossipcop-255832279	1	fake
gossipcop-2565429819	3	fake
gossipcop-2568949699	2	fake
gossipcop-2571986507	4	fake
gossipcop-2575149955	3	fake
gossipcop-2575330358	5	fake
gossipcop-2576522647	3	fake
gossipcop-257933786	3	fake
gossipcop-2582000806	3	fake
gossipcop-2582494606	4	fake
gossipcop-2587855270	1	fake
gossipcop-2589181519	2	fake
gossipcop-2589300660	2	fake
gossipcop-259465146	1	fake
gossipcop-2594839473	2	fake
gossipcop-2595922573	3	fake
gossipcop-2598894593	7	fake
gossipcop-2599271422	2	fake
gossipcop-2605079092	2	fake
gossipcop-2617368190	2	fake
gossipcop-2618772795	4	fake
gossipcop-2619660126	1	fake
gossipcop-2623280525	2	fake
gossipcop-262378656	1	fake
gossipcop-262742935	3	fake
gossipcop-2627903132	1	fake
gossipcop-2628357669	3	fake
gossipcop-2629780527	3	fake
gossipcop-2634690154	0	fake
gossipcop-2634704496	2	fake
gossipcop-2635899873	3	fake
gossipcop-2637418294	1	fake
gossipcop-2645053513	3	fake
gossipcop-2648563760	1	fake
gossipcop-2656814899	2	fake
gossipcop-2658883454	1	fake
gossipcop-2661113454	1	fake
gossipcop-266203600	0	fake
gossipcop-2662154659	1	fake
gossipcop-2662977852	2	fake
gossipcop-2665407365	2	fake
gossipcop-2674343561	3	fake
gossipcop-2675721988	2	fake
gossipcop-267792336	2	fake
gossipcop-2679027715	3	fake
gossipcop-2680204408	3	fake
gossipcop-2681102737	1	fake
gossipcop-2682199068	3	fake
gossipcop-2683046680	3	fake
gossipcop-2689700497	1	fake
gossipcop-2693868531	4	fake
gossipcop-269486470	1	fake
gossipcop-2695882297	2	fake
gossipcop-2697600454	3	fake
gossipcop-2699251380	1	fake
gossipcop-2705852570	3	fake
gossipcop-270766594	3	fake
gossipcop-2709679970	2	fake
gossipcop-2710743535	3	fake
gossipcop-2711561713	2	fake
gossipcop-271390612	1	fake
gossipcop-2717691939	1	fake
gossipcop-2719250900	1	fake
gossipcop-2723098494	2	fake
gossipcop-2725366532	1	fake
gossipcop-2725577659	3	fake
gossipcop-2727285145	4	fake
gossipcop-2731212717	3	fake
gossipcop-2731725465	1	fake
gossipcop-2734628654	1	fake
gossipcop-2743556403	2	fake
gossipcop-2744475342	1	fake
gossipcop-2745072180	2	fake
gossipcop-2749598052	0	fake
gossipcop-2752076392	2	fake
gossipcop-2752276608	1	fake
gossipcop-275670342	4	fake
gossipcop-2758755086	1	fake
gossipcop-2758817682	3	fake
gossipcop-2761931201	0	fake
gossipcop-2762135652	3	fake
gossipcop-2762182297	3	fake
gossipcop-2764114263	4	fake
gossipcop-2765920062	2	fake
gossipcop-2772637599	2	fake
gossipcop-2778253719	2	fake
gossipcop-2785555137	4	fake
gossipcop-2785640774	2	fake
gossipcop-2787961579	2	fake
gossipcop-2793849567	5	fake
gossipcop-2796368055	3	fake
gossipcop-2799311243	2	fake
gossipcop-2801595685	2	fake
gossipcop-2803104098	1	fake
gossipcop-2805872154	3	fake
gossipcop-281278607	1	fake
gossipcop-2823147292	1	fake
gossipcop-2823169336	4	fake
gossipcop-2824975232	1	fake
gossipcop-28284230	2	fake
gossipcop-2830084039	0	fake
gossipcop-2836480555	1	fake
gossipcop-2837118817	2	fake
gossipcop-2840118415	2	fake
gossipcop-2841919245	4	fake
gossipcop-2843886896	4	fake
gossipcop-2844019630	3	fake
gossipcop-2847371632	3	fake
gossipcop-2850498997	3	fake
gossipcop-2851107288	1	fake
gossipcop-285127609	3	fake
gossipcop-2852717230	2	fake
gossipcop-2853783393	1	fake
gossipcop-2853982179	2	fake
gossipcop-2856325908	1	fake
gossipcop-2856846379	1	fake
gossipcop-2859753224	2	fake
gossipcop-2862456586	3	fake
gossipcop-2863007901	1	fake
gossipcop-2863463279	2	fake
gossipcop-2870728999	1	fake
gossipcop-2870787911	2	fake
gossipcop-2873467495	2	fake
gossipcop-2875496174	2	fake
gossipcop-2879402342	1	fake
gossipcop-2880320914	1	fake
gossipcop-2886104361	2	fake
gossipcop-2887124659	2	fake
gossipcop-2887233910	2	fake
gossipcop-2893204024	2	fake
gossipcop-289348746	3	fake
gossipcop-289387905	1	fake
gossipcop-2895484840	1	fake
gossipcop-2897235761	2	fake
gossipcop-2900315313	3	fake
gossipcop-2903554487	1	fake
gossipcop-2907511686	3	fake
gossipcop-2908447234	3	fake
gossipcop-291312136	2	fake
gossipcop-2913146907	4	fake
gossipcop-291332732	1	fake
gossipcop-2917215	3	fake
gossipcop-2920108044	3	fake
gossipcop-2922675088	4	fake
gossipcop-2932564057	1	fake
gossipcop-2934272661	3	fake
gossipcop-2935666536	0	fake
gossipcop-293723332	3	fake
gossipcop-2937757392	2	fake
gossipcop-2937874357	2	fake
gossipcop-2940159199	3	fake
gossipcop-2940775250	3	fake
gossipcop-2942200189	2	fake
gossipcop-294856255	2	fake
gossipcop-2950727916	1	fake
gossipcop-2955490929	0	fake
gossipcop-2964421045	2	fake
gossipcop-2965059427	5	fake
gossipcop-2965180574	2	fake
gossipcop-2966872671	2	fake
gossipcop-2967771120	2	fake
gossipcop-2968759787	1	fake
gossipcop-2970470770	1	fake
gossipcop-2970855725	0	fake
gossipcop-2971458461	3	fake
gossipcop-2974540721	3	fake
gossipcop-2981124886	4	fake
gossipcop-2981171702	2	fake
gossipcop-2986942414	2	fake
gossipcop-2993074213	3	fake
gossipcop-2994577101	4	fake
gossipcop-3000021440	2	fake
gossipcop-3001787622	1	fake
gossipcop-3004058768	2	fake
gossipcop-3012501895	1	fake
gossipcop-3012797232	2	fake
gossipcop-3014450271	3	fake
gossipcop-3016533567	2	fake
gossipcop-3016579480	1	fake
gossipcop-3016807959	2	fake
gossipcop-3023813681	1	fake
gossipcop-3024692909	3	fake
gossipcop-3025159850	4	fake
gossipcop-302989731	0	fake
gossipcop-3031768995	1	fake
gossipcop-3032166920	4	fake
gossipcop-3036074919	2	fake
gossipcop-3038284329	3	fake
gossipcop-3039273843	1	fake
gossipcop-3042958823	1	fake
gossipcop-3044409396	2	fake
gossipcop-3052185503	2	fake
gossipcop-3054032558	4	fake
gossipcop-3054455202	1	fake
gossipcop-3054920479	7	fake
gossipcop-305551989	4	fake
gossipcop-3055958328	0	fake
gossipcop-3056949650	2	fake
gossipcop-3058427907	2	fake
gossipcop-3060519673	2	fake
gossipcop-306189630	4	fake
gossipcop-3063859039	2	fake
gossipcop-3065017427	3	fake
gossipcop-3065448799	1	fake
gossipcop-3066576739	2	fake
gossipcop-3067302011	2	fake
gossipcop-3071314990	2	fake
gossipcop-3075332771	2	fake
gossipcop-3076671450	2	fake
gossipcop-3077932694	3	fake
gossipcop-3084428038	2	fake
gossipcop-3086758488	1	fake
gossipcop-3088658270	1	fake
gossipcop-3089710936	3	fake
gossipcop-3092036275	2	fake
gossipcop-3093408195	1	fake
gossipcop-3096042623	3	fake
gossipcop-3096296376	2	fake
gossipcop-3098346462	3	fake
gossipcop-3100517141	2	fake
gossipcop-3102216182	4	fake
gossipcop-3105440846	2	fake
gossipcop-31065928	0	fake
gossipcop-3107769326	4	fake
gossipcop-3108954033	4	fake
gossipcop-3111839896	1	fake
gossipcop-3112228740	7	fake
gossipcop-31136768	2	fake
gossipcop-311472439	2	fake
gossipcop-311613116	2	fake
gossipcop-3117082249	2	fake
gossipcop-3119646564	2	fake
gossipcop-3121542397	2	fake
gossipcop-3124292084	3	fake
gossipcop-3125680567	3	fake
gossipcop-312832224	4	fake
gossipcop-3130324464	1	fake
gossipcop-3131203056	3	fake
gossipcop-313503072	2	fake
gossipcop-3136026341	2	fake
gossipcop-313797932	2	fake
gossipcop-3138987908	4	fake
gossipcop-3140030671	3	fake
gossipcop-3145911767	3	fake
