ID	mu_sentence	mu_verb_phrase	mu_noun_phrase	sd_sentence	sd_verb_phrase	sd_noun_phrase	iqr_sentence	iqr_verb_phrase	iqr_noun_phrase	num_verb_phrase	label
gossipcop-1267637959	7	4.5	3.3333333333333335	0	0.5	0.4714045207910317	0	0.5	0.5	2	fake
gossipcop-1271062242	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1277601040	16	7.166666666666667	4.5	0	3.4840908267278126	3.3541019662496847	0	3.75	0	6	fake
gossipcop-1284230032	8	6	3	0	0	0	0	0	0	1	fake
gossipcop-1287068479	7	0	4	0	0	1.224744871391589	0	0	1.5	1	fake
gossipcop-1288551520	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-129245065	9	5	4	0	0	2	0	0	0	1	fake
gossipcop-1294448305	12	5.5	5.714285714285714	0	1.5	3.238795442501324	0	1.5	5.5	2	fake
gossipcop-12955535	7	0	4	0	0	1.224744871391589	0	0	1.5	1	fake
gossipcop-129798707	9	5	3.857142857142857	0	0	1.7261494247992242	0	0	0.5	1	fake
gossipcop-1300270872	12	5	4.285714285714286	0	0.816496580927726	2.4327694808466287	0	1	1	3	fake
gossipcop-1300529280	8	5	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1305114310	7	5	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-1313702744	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1314470611	7	5	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1323742146	7	3	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1323947612	9	6	3.4	0	0	0.8000000000000002	0	0	0	1	fake
gossipcop-1328152817	8	0	3.5	0	0	0.8660254037844386	0	0	0.5	1	fake
gossipcop-1329261407	7	0	4	0	0	1.2649110640673518	0	0	2	1	fake
gossipcop-1333002237	12	7	3	0	2.449489742783178	0	0	3	0	3	fake
gossipcop-1336256939	14	8.5	5	0	2.5	4	0	2.5	0	4	fake
gossipcop-1339876563	8	3	4.5	0	0	1.6583123951777	0	0	2.5	1	fake
gossipcop-1344406228	10	4	4.833333333333333	0	0	2.3392781412697	0	0	3.25	1	fake
gossipcop-1349893263	7	4	4	0	0	1.2649110640673518	0	0	2	1	fake
gossipcop-1360722071	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1361315567	14	8.75	4	0	2.947456530637899	1.7728105208558367	0	2.75	1	4	fake
gossipcop-1361560822	11	4.5	5	0	1.5	2.878491668515698	0	1	3.5	4	fake
gossipcop-1365192937	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1366889953	7	3	4	0	0	1.1547005383792515	0	0	1.75	1	fake
gossipcop-1369150512	6	3	3.75	0	0	0.82915619758885	0	0	1.25	1	fake
gossipcop-1369804075	9	4	5.25	0	1	2.277608394786075	0	1	4.25	2	fake
gossipcop-13736481	10	6.5	3.5	0	0.5	0.7637626158259734	0	0.5	0.75	2	fake
gossipcop-1375570271	8	0	4.2	0	0	1.6	0	0	2	1	fake
gossipcop-1380587821	9	5.5	3.6	0	1.5	0.8	0	1.5	1	2	fake
gossipcop-1380729469	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1381944265	10	8	3.5	0	0	0.8660254037844386	0	0	0.5	1	fake
gossipcop-1385937069	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1386564222	11	4.5	3.8333333333333335	0	2.140872096444188	1.4624940645653537	0	1.75	0.75	6	fake
gossipcop-1391794235	7	4.5	3.25	0	0.5	0.4330127018922193	0	0.5	0.25	2	fake
gossipcop-1393324921	8	6	3	0	0	0	0	0	0	1	fake
gossipcop-1394099574	9	0	3.5	0	0	0.8660254037844386	0	0	0.5	1	fake
gossipcop-1398125520	10	7.5	3.5	0	0.5	0.8660254037844386	0	0.5	0.5	2	fake
gossipcop-1398282945	8	5	3	0	0	0	0	0	0	2	fake
gossipcop-1398529432	8	6	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1399234045	10	7.5	3.6	0	0.5	0.8	0	0.5	1	2	fake
gossipcop-1402129558	7	0	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-140849966	7	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1409790969	8	5.5	3.3333333333333335	0	0.5	0.4714045207910317	0	0.5	0.5	2	fake
gossipcop-1410407190	10	6	3	0	2	0	0	2	0	2	fake
gossipcop-1410900558	8	3.5	4.375	0	0.5	1.4947825928876748	0	0.5	2.25	2	fake
gossipcop-1411966817	7	0	3.8333333333333335	0	0	1.2133516482134197	0	0	1.5	1	fake
gossipcop-1413519098	13	7.6	3	0	2.5768197453450252	0	0	4	0	5	fake
gossipcop-1414621205	8	4.5	3.8	0	0.5	1.6000000000000003	0	0.5	0	2	fake
gossipcop-1416257068	14	9.333333333333334	4	0	2.494438257849294	1.9364916731037085	0	3	1	3	fake
gossipcop-1418105606	5	0	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-141965938	8	5	4	0	0	1.7320508075688772	0	0	1	1	fake
gossipcop-1424848077	10	5.5	4.666666666666667	0	0.5	2.357022603955158	0	0.5	2.5	2	fake
gossipcop-1432833690	14	7.5	3.2	0	2.29128784747792	0.39999999999999997	0	3	0	4	fake
gossipcop-1433840923	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1434380198	7	3.5	3.25	0	0.5	0.4330127018922193	0	0.5	0.25	2	fake
gossipcop-1440280874	6	3.6666666666666665	3	0	0.4714045207910317	0	0	0.5	0	3	fake
gossipcop-1442274618	11	6	3	0	2.23606797749979	0	0	3	0	4	fake
gossipcop-1445432909	11	6	3.857142857142857	0	2	1.456862718169367	0	2	1	2	fake
gossipcop-1448464423	10	5.5	3.2	0	1.5	0.39999999999999997	0	1.5	0	2	fake
gossipcop-1448667119	12	4.5	6	0	0.5	3.2145502536643185	0	0.5	5.5	2	fake
gossipcop-1450195626	8	5	3	0	0	0	0	0	0	1	fake
gossipcop-1454304840	7	5	3	0	0	0	0	0	0	1	fake
gossipcop-1455024839	9	7	3.4	0	0	0.8	0	0	0	1	fake
gossipcop-1457904080	5	0	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-1462766857	9	7	3.4	0	0	0.8	0	0	0	1	fake
gossipcop-1463233478	6	0	3.6	0	0	0.8	0	0	1	1	fake
gossipcop-1470939687	6	3	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-1472949555	6	0	3.75	0	0	0.82915619758885	0	0	1.25	1	fake
gossipcop-1473113094	9	4	4.571428571428571	0	0	1.9897697538834458	0	0	3	1	fake
gossipcop-1474948818	8	4.5	4.4	0	0.5	1.4966629547095764	0	0.5	2	2	fake
gossipcop-1475623156	10	4	4.166666666666667	0	0	1.8633899812498245	0	0	1.5	1	fake
gossipcop-1477811185	7	5	3.5	0	0	0.7637626158259734	0	0	0.75	1	fake
gossipcop-1485355129	7	0	4	0	0	1.2649110640673518	0	0	2	1	fake
gossipcop-1488759008	10	6.5	3	0	1.5	0	0	1.5	0	2	fake
gossipcop-1494351955	9	4.666666666666667	4	0	0.9428090415820634	1.7320508075688772	0	1	1	3	fake
gossipcop-1495995782	12	6.285714285714286	3	0	2.5475077857324298	0	0	4.5	0	7	fake
gossipcop-1497308886	9	7	4.166666666666667	0	0	1.8633899812498245	0	0	1.5	1	fake
gossipcop-1498338899	9	5	4.666666666666667	0	0.816496580927726	2.357022603955158	0	1	2.5	3	fake
gossipcop-1500371630	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1500928748	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1501322357	8	6	3.6666666666666665	0	0	0.7453559924999298	0	0	1	1	fake
gossipcop-1505670647	9	5.666666666666667	3	0	1.247219128924647	0	0	1.5	0	3	fake
gossipcop-1509745173	5	0	3.5	0	0	0.5	0	0	0.5	1	fake
gossipcop-1509983640	10	5.5	3.4	0	1.5	0.8000000000000002	0	1.5	0	2	fake
gossipcop-1515227891	7	5	3	0	0	0	0	0	0	1	fake
gossipcop-1517816546	9	6.5	3.1666666666666665	0	0.5	0.3726779962499649	0	0.5	0	2	fake
gossipcop-1518320128	7.5	0	4	1.5	0	1.5275252316519468	1.5	0	1.5	1	fake
gossipcop-1525600180	9	0	4.571428571428571	0	0	1.9897697538834458	0	0	3	1	fake
gossipcop-1526103103	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-152704263	16	11.333333333333334	4.25	0	2.494438257849294	2.6339134382131846	0	3	0.5	3	fake
gossipcop-1527288531	7	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1529722227	7	0	3.5	0	0	0.5	0	0	0.5	1	fake
gossipcop-1532318228	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1533690826	7	4.5	3.2	0	0.5	0.39999999999999997	0	0.5	0	2	fake
gossipcop-1535895023	9	4.5	4.25	0	0.5	2.165063509461097	0	0.5	1.25	2	fake
gossipcop-1536008610	7	0	3.8333333333333335	0	0	1.2133516482134197	0	0	1.5	1	fake
gossipcop-1537399397	9	7	4	0	0	1.1952286093343936	0	0	2	1	fake
gossipcop-1537867221	9	4.333333333333333	4	0	0.4714045207910317	1.7728105208558367	0	0.5	1	3	fake
gossipcop-1539005641	10	6.666666666666667	3.7142857142857144	0	1.247219128924647	1.0301575072754257	0	1.5	1	3	fake
gossipcop-1541245230	9	7	3.4	0	0	0.8	0	0	0	1	fake
gossipcop-1544238959	10	6.5	3.2	0	1.5	0.39999999999999997	0	1.5	0	2	fake
gossipcop-1546564922	9	4.5	3.875	0	0.5	1.6909686573085854	0	0.5	0.5	2	fake
gossipcop-1548429285	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1549735722	6	0	3.5	0	0	0.8660254037844386	0	0	0.5	1	fake
gossipcop-1550362715	7	0	3.888888888888889	0	0	1.0999438818457405	0	0	2	1	fake
gossipcop-155150728	7	5	3	0	0	0	0	0	0	1	fake
gossipcop-1552405208	12	6	3	0	2.943920288775949	0	0	3.5	0	3	fake
gossipcop-1555796015	7	0	4	0	0	1.1547005383792515	0	0	1.75	1	fake
gossipcop-1558798692	8	4.5	3	0	0.5	0	0	0.5	0	2	fake
gossipcop-1561429427	6	4	3	0	0	0	0	0	0	1	fake
gossipcop-1563620722	8	6	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1568004340	12	7	3.25	0	1.8708286933869707	0.4330127018922193	0	2	0.25	4	fake
gossipcop-157100313	8	6	3.5	0	0	0.8660254037844386	0	0	0.5	1	fake
gossipcop-1574020431	9	7	3.75	0	0	1.299038105676658	0	0	0.75	1	fake
gossipcop-1577558126	6	3	3.5	0	0	0.5	0	0	0.5	1	fake
gossipcop-1578034404	11	6.25	3	0	2.277608394786075	0	0	4.25	0	4	fake
gossipcop-157955109	9	6	4.571428571428571	0	0	1.9897697538834458	0	0	3	1	fake
gossipcop-1581337290	11	3.5	4.6	0	0.5	2.727636339397171	0	0.5	1	2	fake
gossipcop-158160541	12	6.8	3.25	0	2.1354156504062622	0.4330127018922193	0	3	0.25	5	fake
gossipcop-1583787323	8	4	3.8333333333333335	0	0	1.4624940645653537	0	0	0.75	1	fake
gossipcop-1587930811	7.5	4.5	3.8333333333333335	1.5	0.5	1.8633899812498245	1.5	0.5	0	2	fake
gossipcop-1589096459	10	7	3.3333333333333335	0	1	0.4714045207910317	0	1	0.5	2	fake
gossipcop-1589416456	8	4	3.8	0	0	1.6000000000000003	0	0	0	1	fake
gossipcop-1594116936	11	7.5	3.25	0	0.5	0.4330127018922193	0	0.5	0.25	2	fake
gossipcop-1594778479	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1595769865	10	7	4.666666666666667	0	0	2.211083193570267	0	0	2.5	1	fake
gossipcop-1601939859	8	6	3.4	0	0	0.8000000000000002	0	0	0	1	fake
gossipcop-1601965602	9	7	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1603093548	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1603768996	11	6.666666666666667	3.75	0	2.6246692913372702	1.299038105676658	0	3	0.75	3	fake
gossipcop-1605279754	8	5	3	0	0.816496580927726	0	0	1	0	3	fake
gossipcop-1606507932	9	5	3.3333333333333335	0	1.632993161855452	0.4714045207910317	0	2	0.5	3	fake
gossipcop-1608650114	8	6.4	3.3333333333333335	3	1.8547236990991407	0.4714045207910317	3	3	0.75	5	fake
gossipcop-1609349373	6.5	6	3.5	1.5	0	0.5	1.5	0	1	1	fake
gossipcop-1612763066	10	7	3.25	0	1	0.4330127018922193	0	1	0.25	2	fake
gossipcop-1613202366	7	0	4	0	0	1.224744871391589	0	0	1.5	1	fake
gossipcop-1614963098	8	4	3	0	0	0	0	0	0	1	fake
gossipcop-1615677123	8	4.5	3.6666666666666665	0	1.5	0.9428090415820634	0	1.5	1	2	fake
gossipcop-1619644929	13	7.2	3	0	2.3151673805580453	0	0	4	0	5	fake
gossipcop-162455960	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1625086607	8	4.5	4	0	0.5	1.5275252316519468	0	0.5	1.5	2	fake
gossipcop-1628359937	7	5	3.5	0	0	0.5	0	0	0.5	1	fake
gossipcop-1628848955	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1631688673	10	6.333333333333333	3	0	1.247219128924647	0	0	1.5	0	3	fake
gossipcop-163343752	4	0	3	0	0	0	0	0	0	1	fake
gossipcop-1634815619	8	3	4.666666666666667	0	0	1.4907119849998596	0	0	2.5	1	fake
gossipcop-1635033289	7	0	4.166666666666667	0	0	1.0671873729054746	0	0	1.5	1	fake
gossipcop-1636531105	12	5.333333333333333	4.6	0	2.0548046676563256	3.2000000000000006	0	2.5	0	3	fake
gossipcop-1637698980	15	7.5	4.333333333333333	0	3.774917217635375	2.98142396999972	0	6	0	4	fake
gossipcop-1639098685	9.5	5.4	3.5	1.5	2.0591260281974	1.118033988749895	1.5	2	0	5	fake
gossipcop-1640600260	6	0	3.6666666666666665	0	0	0.9428090415820634	0	0	1	1	fake
gossipcop-1641350619	7.5	5.5	3	1.5	1.5	0	1.5	1.5	0	2	fake
gossipcop-1648328243	6	4	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1655240353	8	0	4	0	0	1.224744871391589	0	0	1.5	1	fake
gossipcop-1655879516	10	6	4.166666666666667	0	0	2.192157739660984	0	0	0.75	1	fake
gossipcop-1656652339	7	0	4	0	0	1.224744871391589	0	0	1.5	1	fake
gossipcop-1658391416	6	4	3	0	0	0	0	0	0	1	fake
gossipcop-165933944	11	6.666666666666667	3	0	2.0548046676563256	0	0	2.5	0	3	fake
gossipcop-1659503489	6	4	3	0	0	0	0	0	0	1	fake
gossipcop-166090243	7	0	4	0	0	1.4142135623730951	0	0	1.5	1	fake
gossipcop-1669042987	10	0	4	0	0	1.7728105208558367	0	0	1	1	fake
gossipcop-1669955471	11	5	4.75	0	0	2.7726341266023544	0	0	2.25	1	fake
gossipcop-1670898356	7	4.5	3	0	0.5	0	0	0.5	0	2	fake
gossipcop-1674483293	10	5.333333333333333	4.75	0	1.247219128924647	2.48746859276655	0	1.5	2.25	3	fake
gossipcop-1675667628	7	5	3	0	0	0	0	0	0	1	fake
gossipcop-1679060929	8	5.5	3.5	0	0.5	0.5	0	0.5	1	2	fake
gossipcop-1680459589	8	4	3.75	0	0	1.299038105676658	0	0	0.75	1	fake
gossipcop-1680756957	10	5.5	3	0	1.5	0	0	1.5	0	2	fake
gossipcop-168175528	10	5.333333333333333	3.2	0	1.247219128924647	0.39999999999999997	0	1.5	0	3	fake
gossipcop-1685663261	8	5	3	0	1	0	0	1	0	2	fake
gossipcop-1686501961	8	4	5	0	0	2	0	0	2	1	fake
gossipcop-1689421323	11	7.5	3.4	0	0.5	0.8	0	0.5	0	2	fake
gossipcop-1691783074	8	5	3.2	0	0	0.39999999999999997	0	0	0	1	fake
gossipcop-1692898142	6	4	3	0	0	0	0	0	0	1	fake
gossipcop-1694402592	5	0	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
gossipcop-1694904591	10	0	4.428571428571429	0	0	1.761261143705422	0	0	2	1	fake
gossipcop-1695932627	5	3	3	0	0	0	0	0	0	1	fake
gossipcop-1698175515	8	4	3	0	1	0	0	1	0	2	fake
gossipcop-1698913031	12	5.5	5	0	1.8027756377319946	3.4641016151377544	0	2	2	4	fake
gossipcop-1698969036	7	3	4	0	0	1.4142135623730951	0	0	1.5	1	fake
gossipcop-1699548247	8	4.5	3	0	0.5	0	0	0.5	0	2	fake
gossipcop-1700268836	8	6	3.5	0	0	0.7637626158259734	0	0	0.75	1	fake
gossipcop-1700296100	10	6.5	3	0	1.5	0	0	1.5	0	2	fake
gossipcop-1704742043	9	5	3	0	0.816496580927726	0	0	1	0	3	fake
gossipcop-1705101669	14	8.333333333333334	3.8333333333333335	0	3.2998316455372216	1.4624940645653537	0	4	0.75	3	fake
gossipcop-1708638493	11	6.333333333333333	3.5	0	2.494438257849294	0.8660254037844386	0	3	0.5	3	fake
gossipcop-1711630759	6	4	3.25	0	0	0.4330127018922193	0	0	0.25	1	fake
gossipcop-1712346836	7	5	3.1666666666666665	0	0	0.3726779962499649	0	0	0	1	fake
gossipcop-1714394663	7	5	3.4	0	0	0.4898979485566356	0	0	1	1	fake
gossipcop-1716370499	9	6	4.125	0	0	1.6909686573085854	0	0	2	1	fake
gossipcop-1716950828	7	5	3	0	0	0	0	0	0	1	fake
gossipcop-1718137654	8	6	3.4	0	0	0.8000000000000002	0	0	0	1	fake
gossipcop-1720994729	6	4	3	0	0	0	0	0	0	1	fake
gossipcop-1722053022	10	8	4	0	0	1.5275252316519468	0	0	1.5	1	fake
gossipcop-1725178626	9	5.333333333333333	3.6	0	1.247219128924647	1.2000000000000002	0	1.5	0	3	fake
gossipcop-1732632475	9	5	4.285714285714286	0	0	2.050385727772475	0	0	2	1	fake
gossipcop-173381532	11	6.5	4	0	2.5	1.7320508075688772	0	2.5	1	2	fake
gossipcop-1738357324	5	0	3.3333333333333335	0	0	0.4714045207910317	0	0	0.5	1	fake
