ID	NER	label
gossipcop-1999047183	77	fake
gossipcop-2004562842	101	fake
gossipcop-2009291305	95	fake
gossipcop-2011566120	42	fake
gossipcop-2012311671	40	fake
gossipcop-201837745	36	fake
gossipcop-2019733185	51	fake
gossipcop-20216430	55	fake
gossipcop-2022735106	52	fake
gossipcop-2023027695	1780	fake
gossipcop-2024584756	484	fake
gossipcop-2028638826	513	fake
gossipcop-2029753949	283	fake
gossipcop-2030216914	9	fake
gossipcop-2036164839	97	fake
gossipcop-2036408420	297	fake
gossipcop-2045311114	178	fake
gossipcop-2048459712	335	fake
gossipcop-2049352387	969	fake
gossipcop-2054282410	144	fake
gossipcop-2055017380	41	fake
gossipcop-2064470814	8	fake
gossipcop-2065033867	62	fake
gossipcop-2076682877	47	fake
gossipcop-207678159	49	fake
gossipcop-2079115991	125	fake
gossipcop-2079600940	37	fake
gossipcop-2080727909	44	fake
gossipcop-2088192726	46	fake
gossipcop-2088791599	91	fake
gossipcop-2089437072	59	fake
gossipcop-2093750108	151	fake
gossipcop-2096039206	115	fake
gossipcop-2096283948	212	fake
gossipcop-2108146336	76	fake
gossipcop-2109585389	45	fake
gossipcop-2111229547	12	fake
gossipcop-2115164156	57	fake
gossipcop-2116458	29	fake
gossipcop-211703249	71	fake
gossipcop-2120490422	50	fake
gossipcop-2121835149	0	fake
gossipcop-2122263353	42	fake
gossipcop-2123350375	47	fake
gossipcop-212976411	296	fake
gossipcop-2129824884	48	fake
gossipcop-2134519765	23	fake
gossipcop-2134848777	85	fake
gossipcop-2136444515	64	fake
gossipcop-2137782347	64	fake
gossipcop-213925729	63	fake
gossipcop-2139623414	3	fake
gossipcop-2141534115	27	fake
gossipcop-2150896615	57	fake
gossipcop-2157078973	41	fake
gossipcop-2161541420	85	fake
gossipcop-2161763691	144	fake
gossipcop-2163338800	32	fake
gossipcop-2167384102	28	fake
gossipcop-2168621405	29	fake
gossipcop-2168769921	47	fake
gossipcop-2169490620	71	fake
gossipcop-2172181860	5	fake
gossipcop-2174360677	280	fake
gossipcop-2176444484	54	fake
gossipcop-2179465980	34	fake
gossipcop-2181992320	245	fake
gossipcop-2182023698	64	fake
gossipcop-218256509	67	fake
gossipcop-2187887628	107	fake
gossipcop-2190333050	70	fake
gossipcop-2194208436	46	fake
gossipcop-2194660040	72	fake
gossipcop-2195629738	200	fake
gossipcop-2198033075	17	fake
gossipcop-2205318349	156	fake
gossipcop-220541845	477	fake
gossipcop-2205817813	72	fake
gossipcop-2210288941	60	fake
gossipcop-2211260486	41	fake
gossipcop-2214746780	53	fake
gossipcop-2214871663	49	fake
gossipcop-2218190845	64	fake
gossipcop-2220709136	21	fake
gossipcop-222305674	60	fake
gossipcop-2224998256	59	fake
gossipcop-22281334	59	fake
gossipcop-2230273583	24	fake
gossipcop-223393871	505	fake
gossipcop-2241809477	47	fake
gossipcop-2241879365	55	fake
gossipcop-2243489428	76	fake
gossipcop-2246616187	13	fake
gossipcop-2247616847	38	fake
gossipcop-2247826510	81	fake
gossipcop-2249727095	70	fake
gossipcop-2251959234	71	fake
gossipcop-2253796084	74	fake
gossipcop-2254004589	0	fake
gossipcop-2257691504	3	fake
gossipcop-2262275023	63	fake
gossipcop-2262598168	3	fake
gossipcop-2266317886	58	fake
gossipcop-2267083763	55	fake
gossipcop-2268522877	16	fake
gossipcop-2273816633	6	fake
gossipcop-2274729224	14	fake
gossipcop-2277402152	25	fake
gossipcop-2280130912	23	fake
gossipcop-2283875293	77	fake
gossipcop-2285523495	76	fake
gossipcop-2287631382	146	fake
gossipcop-2292535250	41	fake
gossipcop-2294122233	33	fake
gossipcop-2299557143	11	fake
gossipcop-2301664029	61	fake
gossipcop-2303457681	58	fake
gossipcop-2309589427	934	fake
gossipcop-2311443163	41	fake
gossipcop-2311657471	104	fake
gossipcop-2315745010	77	fake
gossipcop-2316846257	685	fake
gossipcop-2317778987	69	fake
gossipcop-2320729409	47	fake
gossipcop-2325058991	37	fake
gossipcop-2326214787	37	fake
gossipcop-2327450039	72	fake
gossipcop-2330654892	4	fake
gossipcop-2332731598	85	fake
gossipcop-2333766473	0	fake
gossipcop-2335021732	50	fake
gossipcop-2336869197	45	fake
gossipcop-2341104097	77	fake
gossipcop-2343200806	98	fake
gossipcop-2343299673	74	fake
gossipcop-2346813694	88	fake
gossipcop-2351174301	25	fake
gossipcop-2362638360	2	fake
gossipcop-2365780434	1862	fake
gossipcop-2365987922	35	fake
gossipcop-2366012895	40	fake
gossipcop-2375563556	54	fake
gossipcop-2377360127	90	fake
gossipcop-2384909612	124	fake
gossipcop-2388806885	676	fake
gossipcop-2389711269	62	fake
gossipcop-2389938114	70	fake
gossipcop-2394847363	18	fake
gossipcop-2399257972	68	fake
gossipcop-2401725141	38	fake
gossipcop-2405182303	32	fake
gossipcop-2406635871	50	fake
gossipcop-2408301637	17	fake
gossipcop-2409092017	119	fake
gossipcop-2409856306	141	fake
gossipcop-2414287507	65	fake
gossipcop-2415967432	34	fake
gossipcop-2418065637	268	fake
gossipcop-2419841037	45	fake
gossipcop-2420429687	46	fake
gossipcop-242084790	38	fake
gossipcop-2421920838	125	fake
gossipcop-2422935746	81	fake
gossipcop-2425399472	52	fake
gossipcop-2429826373	31	fake
gossipcop-2433981481	52	fake
gossipcop-2435526162	26	fake
gossipcop-2442366113	56	fake
gossipcop-2443258010	57	fake
gossipcop-2446217151	20	fake
gossipcop-2455582157	77	fake
gossipcop-2459545786	98	fake
gossipcop-2461397585	17	fake
gossipcop-246415674	56	fake
gossipcop-2465874790	127	fake
gossipcop-2468376756	109	fake
gossipcop-2469835068	54	fake
gossipcop-2472082245	52	fake
gossipcop-2475893366	38	fake
gossipcop-2480559335	3	fake
gossipcop-2485085069	73	fake
gossipcop-2486264114	131	fake
gossipcop-2488404802	73	fake
gossipcop-2490475291	47	fake
gossipcop-2491359601	30	fake
gossipcop-2493253446	10	fake
gossipcop-2493749932	87	fake
gossipcop-2495820451	20	fake
gossipcop-2497898226	21	fake
gossipcop-2499277246	189	fake
gossipcop-2499994250	25	fake
gossipcop-2502492072	71	fake
gossipcop-2504208932	0	fake
gossipcop-2504785566	100	fake
gossipcop-2509430407	96	fake
gossipcop-2511047593	123	fake
gossipcop-2514104692	14	fake
gossipcop-2516712786	98	fake
gossipcop-2517493842	55	fake
gossipcop-2518380754	39	fake
gossipcop-2526600945	319	fake
gossipcop-2526708994	49	fake
gossipcop-2527097857	652	fake
gossipcop-2527896655	48	fake
gossipcop-2528628961	29	fake
gossipcop-2530086995	54	fake
gossipcop-2532233011	53	fake
gossipcop-2532348673	82	fake
gossipcop-2534782233	52	fake
gossipcop-2540145132	133	fake
gossipcop-2540748672	121	fake
gossipcop-254760936	109	fake
gossipcop-2548751922	28	fake
gossipcop-2549221755	45	fake
gossipcop-2550534910	39	fake
gossipcop-2555183019	138	fake
gossipcop-2558179704	47	fake
gossipcop-255832279	118	fake
gossipcop-2565429819	88	fake
gossipcop-2568949699	79	fake
gossipcop-2571986507	121	fake
gossipcop-2575149955	15	fake
gossipcop-2575330358	106	fake
gossipcop-2576522647	144	fake
gossipcop-257933786	58	fake
gossipcop-2582000806	72	fake
gossipcop-2582494606	82	fake
gossipcop-2587855270	2056	fake
gossipcop-2589181519	8	fake
gossipcop-2589300660	127	fake
gossipcop-259465146	28	fake
gossipcop-2594839473	69	fake
gossipcop-2595922573	77	fake
gossipcop-2598894593	1	fake
gossipcop-2599271422	43	fake
gossipcop-2605079092	2	fake
gossipcop-2617368190	57	fake
gossipcop-2618772795	56	fake
gossipcop-2619660126	369	fake
gossipcop-2623280525	65	fake
gossipcop-262378656	106	fake
gossipcop-262742935	48	fake
gossipcop-2627903132	112	fake
gossipcop-2628357669	51	fake
gossipcop-2629780527	11	fake
gossipcop-2634690154	124	fake
gossipcop-2634704496	41	fake
gossipcop-2635899873	57	fake
gossipcop-2637418294	55	fake
gossipcop-2645053513	67	fake
gossipcop-2648563760	64	fake
gossipcop-2656814899	69	fake
gossipcop-2658883454	196	fake
gossipcop-2661113454	17	fake
gossipcop-266203600	12	fake
gossipcop-2662154659	392	fake
gossipcop-2662977852	49	fake
gossipcop-2665407365	43	fake
gossipcop-2674343561	56	fake
gossipcop-2675721988	16	fake
gossipcop-2679027715	66	fake
gossipcop-2680204408	27	fake
gossipcop-2681102737	22	fake
gossipcop-2682199068	118	fake
gossipcop-2683046680	84	fake
gossipcop-2689700497	33	fake
gossipcop-2693868531	65	fake
gossipcop-269486470	130	fake
gossipcop-2695882297	55	fake
gossipcop-2697600454	10	fake
gossipcop-2699251380	1042	fake
gossipcop-2705852570	12	fake
gossipcop-270766594	115	fake
gossipcop-2709679970	60	fake
gossipcop-2710743535	126	fake
gossipcop-2711561713	45	fake
gossipcop-271390612	37	fake
gossipcop-2717691939	312	fake
gossipcop-2719250900	325	fake
gossipcop-2723098494	70	fake
gossipcop-2725366532	14	fake
gossipcop-2725577659	62	fake
gossipcop-2727285145	34	fake
gossipcop-2731212717	12	fake
gossipcop-2731725465	92	fake
gossipcop-2734628654	14	fake
gossipcop-2743556403	115	fake
gossipcop-2744475342	43	fake
gossipcop-2745072180	47	fake
gossipcop-2752076392	71	fake
gossipcop-2752276608	20	fake
gossipcop-275670342	68	fake
gossipcop-2758755086	9	fake
gossipcop-2758817682	52	fake
gossipcop-2761931201	61	fake
gossipcop-2762135652	24	fake
gossipcop-2762182297	20	fake
gossipcop-2764114263	172	fake
gossipcop-2765920062	121	fake
gossipcop-2772637599	53	fake
gossipcop-2778253719	0	fake
gossipcop-2785555137	191	fake
gossipcop-2785640774	19	fake
gossipcop-2787961579	41	fake
gossipcop-2793849567	34	fake
gossipcop-2796368055	33	fake
gossipcop-2799311243	54	fake
gossipcop-2801595685	47	fake
gossipcop-2803104098	453	fake
gossipcop-2805872154	52	fake
gossipcop-281278607	29	fake
gossipcop-2823147292	2	fake
gossipcop-2823169336	60	fake
gossipcop-2824975232	42	fake
gossipcop-28284230	93	fake
gossipcop-2830084039	21	fake
gossipcop-2836480555	36	fake
gossipcop-2837118817	51	fake
gossipcop-2840118415	76	fake
gossipcop-2841919245	36	fake
gossipcop-2843886896	85	fake
gossipcop-2844019630	33	fake
gossipcop-2847371632	55	fake
gossipcop-2850498997	59	fake
gossipcop-2851107288	57	fake
gossipcop-285127609	69	fake
gossipcop-2852717230	110	fake
gossipcop-2853783393	20	fake
gossipcop-2853982179	50	fake
gossipcop-2856325908	369	fake
gossipcop-2856846379	52	fake
gossipcop-2859753224	36	fake
gossipcop-2862456586	20	fake
gossipcop-2863007901	51	fake
gossipcop-2863463279	57	fake
gossipcop-2870728999	25	fake
gossipcop-2870787911	0	fake
gossipcop-2873467495	74	fake
gossipcop-2875496174	133	fake
gossipcop-2879402342	291	fake
gossipcop-2880320914	88	fake
gossipcop-2886104361	23	fake
gossipcop-2887124659	44	fake
gossipcop-2887233910	50	fake
gossipcop-2893204024	75	fake
gossipcop-289348746	87	fake
gossipcop-289387905	26	fake
gossipcop-2895484840	42	fake
gossipcop-2897235761	35	fake
gossipcop-2900315313	73	fake
gossipcop-2903554487	50	fake
gossipcop-2907511686	25	fake
gossipcop-2908447234	56	fake
gossipcop-291312136	248	fake
gossipcop-2913146907	493	fake
gossipcop-291332732	37	fake
gossipcop-2917215	66	fake
gossipcop-2920108044	51	fake
gossipcop-2922675088	57	fake
gossipcop-293723332	46	fake
gossipcop-2937757392	11	fake
gossipcop-2937874357	50	fake
gossipcop-2940159199	65	fake
gossipcop-2940775250	155	fake
gossipcop-2942200189	9	fake
gossipcop-294856255	63	fake
gossipcop-2950727916	68	fake
gossipcop-2955490929	9	fake
gossipcop-2964421045	37	fake
gossipcop-2965059427	67	fake
gossipcop-2965180574	56	fake
gossipcop-2966872671	27	fake
gossipcop-2967771120	187	fake
gossipcop-2968759787	191	fake
gossipcop-2970470770	46	fake
gossipcop-2970855725	0	fake
gossipcop-2971458461	160	fake
gossipcop-2974540721	63	fake
gossipcop-2981124886	62	fake
gossipcop-2981171702	32	fake
gossipcop-2986942414	68	fake
gossipcop-2993074213	43	fake
gossipcop-2994577101	49	fake
gossipcop-3000021440	178	fake
gossipcop-3001787622	54	fake
gossipcop-3004058768	49	fake
gossipcop-3012501895	11	fake
gossipcop-3012797232	64	fake
gossipcop-3014450271	76	fake
gossipcop-3016533567	36	fake
gossipcop-3016579480	2	fake
gossipcop-3016807959	69	fake
gossipcop-3023813681	32	fake
gossipcop-3024692909	65	fake
gossipcop-3025159850	28	fake
gossipcop-302989731	1155	fake
gossipcop-3031768995	11	fake
gossipcop-3032166920	74	fake
gossipcop-3036074919	44	fake
gossipcop-3038284329	33	fake
gossipcop-3039273843	56	fake
gossipcop-3042958823	40	fake
gossipcop-3044409396	39	fake
gossipcop-3052185503	36	fake
gossipcop-3054032558	94	fake
gossipcop-3054455202	85	fake
gossipcop-3054920479	130	fake
gossipcop-305551989	69	fake
gossipcop-3055958328	25	fake
gossipcop-3056949650	7	fake
gossipcop-3058427907	178	fake
gossipcop-3060519673	84	fake
gossipcop-306189630	17	fake
gossipcop-3063859039	5	fake
gossipcop-3065017427	146	fake
gossipcop-3065448799	1043	fake
gossipcop-3066576739	71	fake
gossipcop-3067302011	105	fake
gossipcop-3071314990	52	fake
gossipcop-3075332771	185	fake
gossipcop-3076671450	23	fake
gossipcop-3077932694	40	fake
gossipcop-3084428038	59	fake
gossipcop-3086758488	934	fake
gossipcop-3088658270	8	fake
gossipcop-3089710936	553	fake
gossipcop-3092036275	51	fake
gossipcop-3093408195	107	fake
gossipcop-3096042623	58	fake
gossipcop-3096296376	3	fake
gossipcop-3098346462	53	fake
gossipcop-3100517141	77	fake
gossipcop-3102216182	68	fake
gossipcop-3105440846	83	fake
gossipcop-31065928	18	fake
gossipcop-3107769326	4	fake
gossipcop-3108954033	85	fake
gossipcop-3111839896	42	fake
gossipcop-3112228740	71	fake
gossipcop-31136768	57	fake
gossipcop-311613116	2	fake
gossipcop-3117082249	49	fake
gossipcop-3119646564	2	fake
gossipcop-3121542397	18	fake
gossipcop-3124292084	84	fake
gossipcop-312832224	73	fake
gossipcop-3130324464	31	fake
gossipcop-3131203056	47	fake
gossipcop-313503072	203	fake
gossipcop-3136026341	38	fake
gossipcop-313797932	55	fake
gossipcop-3138987908	48	fake
gossipcop-3140030671	88	fake
gossipcop-3145911767	53	fake
gossipcop-3146968869	41	fake
gossipcop-3147392811	90	fake
gossipcop-314846913	50	fake
gossipcop-3152438060	46	fake
gossipcop-3153096580	98	fake
gossipcop-3158369891	1	fake
gossipcop-3160595033	126	fake
gossipcop-3161672628	59	fake
gossipcop-3165034309	69	fake
gossipcop-316700565	168	fake
gossipcop-3168065451	69	fake
gossipcop-3172946389	12	fake
gossipcop-3173304545	1	fake
gossipcop-317465009	92	fake
gossipcop-3177810302	39	fake
gossipcop-3178329969	38	fake
gossipcop-3178412868	239	fake
gossipcop-3178847561	80	fake
gossipcop-3179316421	58	fake
gossipcop-3179792046	37	fake
gossipcop-3181389217	49	fake
gossipcop-3186592026	40	fake
gossipcop-3189527671	79	fake
gossipcop-3196321022	38	fake
gossipcop-3202228811	40	fake
gossipcop-3202532387	45	fake
gossipcop-3205422760	58	fake
