ID	mu_sentence	mu_verb_phrase	mu_noun_phrase	sd_sentence	sd_verb_phrase	sd_noun_phrase	iqr_sentence	iqr_verb_phrase	iqr_noun_phrase	num_verb_phrase	label
gossipcop-10448753	16.235294117647058	10.066666666666666	4.910256410256411	6.83011852248128	6.726068688320095	4.481259831547767	5	7	1.25	90	fake
gossipcop-1046566535	17.047619047619047	9.006172839506172	4.2105263157894735	5.907833302579361	5.3083871601204295	3.489265956612386	9	7	0	162	fake
gossipcop-1049883569	13.511627906976743	8.544502617801047	3.8931297709923665	4.144888098600356	4.008741578825538	2.058626391999368	5.5	6	1	191	fake
gossipcop-1051213706	11.285714285714286	6.371428571428571	3.3846153846153846	3.989782869648269	3.2870804613187787	1.0029542161850227	2	3	0	35	fake
gossipcop-1051672830	13.466666666666667	8.617647058823529	3.8503401360544216	4.8424052792893	4.601883922931826	1.76262691055256	4.5	5	1	68	fake
gossipcop-1052490641	9	6.282608695652174	3.493150684931507	2.0615528128088303	1.5970495007201477	1.2727199615711708	4	3	0	46	fake
gossipcop-1053862865	14.25	8.124087591240876	4.150943396226415	5.149838185160125	4.298098808146522	3.500563619031093	5.25	5	0	137	fake
gossipcop-1063768757	15	9.236842105263158	4.423529411764706	4.8074017006186525	4.288504895441668	3.4278323474283456	7	5	0	38	fake
gossipcop-1064096338	12.75	8.336448598130842	4.2175732217573225	4.623310502226732	4.092262873390215	2.767629827828396	8	5	1	107	fake
gossipcop-106514171	12.636363636363637	8.55	3.86	3.867644979305936	4.0740029455070355	1.777751388693031	4	4.25	1	40	fake
gossipcop-1065734621	13.25	8.1875	4.228571428571429	1.920286436967152	3.025284077570237	2.2050035864656845	2.75	5.25	1	16	fake
gossipcop-1066426271	12.777777777777779	8.08108108108108	3.8375	2.9731307022799225	3.113860716376605	1.5846430986187394	3	4	1.25	37	fake
gossipcop-1066850840	11.346153846153847	6.842105263157895	3.6011904761904763	3.7615699227880466	3.3507761535239764	1.4965829370697583	5.5	5	0	95	fake
gossipcop-1075873295	13.473684210526315	8.108108108108109	4.243654822335025	4.523254778919031	3.940666590502402	2.7670143418786295	4.5	5	1	74	fake
gossipcop-108177076	10.857142857142858	6.916666666666667	3.264705882352941	3.562846832382836	2.6757657263337205	0.5034483167242262	6	3.25	0	24	fake
gossipcop-1084487702	11.166666666666666	7.2444444444444445	3.6436781609195403	3.337497399083464	3.367528309247043	1.7712714538111523	4.75	4	0	90	fake
gossipcop-1086231022	12.153846153846153	7.756756756756757	4.136302294197031	4.515150913447209	3.9542146400514477	2.9810995870692456	4	5	1	259	fake
gossipcop-109358738	13.885714285714286	8.577777777777778	4.019230769230769	4.972906184352098	3.9776536293475493	2.822041086129064	5	6	1	180	fake
gossipcop-109561633	11.239024390243902	7.074123989218329	3.8055770720371807	4.466289890910466	3.6491927956876125	2.235236415231338	6	5	0	742	fake
gossipcop-1099516198	11.818181818181818	7.840490797546012	4.16400580551524	4.977451451982343	4.195273970254879	2.836233357366932	6	5	1	326	fake
gossipcop-1103113292	12.4375	7.911764705882353	3.680672268907563	3.6223050327105253	3.372620268285246	1.7195503277215007	6.25	6	0	68	fake
gossipcop-1103229113	13.692307692307692	8.109375	3.8118811881188117	4.158117462073716	3.6276593155056607	2.061974787791475	6	5	0	128	fake
gossipcop-1105091447	10.875	7.344827586206897	3.660377358490566	4.166458328124739	3.2406455515781323	1.7259768492119654	4	4	0	29	fake
gossipcop-1107520962	9.266666666666667	5.897435897435898	3.8983050847457625	3.696244340167763	2.3728687797454926	2.377114867515656	6	3	0	39	fake
gossipcop-1108936720	15.411764705882353	9.27450980392157	4.491803278688525	7.471977638282225	5.876768591107982	4.217280158993803	8.75	7	0.75	255	fake
gossipcop-1115907121	9.947368421052632	6.25	3.5283018867924527	2.038412287477588	1.950098616835727	1.2604846864255914	3.5	3	0	52	fake
gossipcop-1120081991	11.68421052631579	7.45945945945946	4.423880597014925	4.389612518314325	3.3390503688135014	2.7218348482166967	5.75	4	2	111	fake
gossipcop-1120099314	12.129032258064516	6.881481481481481	3.7155172413793105	3.6785510426189503	3.195023565326302	1.8996643736358683	6	3.5	0	135	fake
gossipcop-1126220623	12.243523316062177	8.174629324546952	4.0936853002070395	4.08177702090892	3.7030396907894216	2.5009359490920464	4	5	1	607	fake
gossipcop-1126928115	13.1	6.9714285714285715	4.298969072164948	2.118962010041709	2.9807545955988513	2.360171881097184	2.5	4.5	2	35	fake
gossipcop-1127889925	12.471428571428572	8.393574297188755	4.1239316239316235	5.072957516004216	4.17461717883945	2.86327018743689	6	6	1	249	fake
gossipcop-1132358492	12.11111111111111	8.070422535211268	4.294117647058823	6.358623967921998	4.366401630833527	3.4749474119144503	10	5	0	142	fake
gossipcop-1134125875	12.08695652173913	7.391304347826087	3.5357142857142856	3.1884716725737574	2.9063518209900883	1.465852819963832	3.5	4.5	0	115	fake
gossipcop-1134909578	11.391304347826088	6.573170731707317	3.964788732394366	3.0890990727533234	2.850034179533505	2.3359166606509842	4	4	0	82	fake
gossipcop-1138885480	10.454545454545455	6.393939393939394	3.5733333333333333	2.641061644787991	2.3347103374858453	1.6014437930262249	2	2	0	33	fake
gossipcop-1143311659	10.761904761904763	6.808510638297872	4.207792207792208	3.0999963426209134	2.7025464577449556	2.5978895647407017	2	3	1	47	fake
gossipcop-1146379778	12.833333333333334	7.540785498489426	4.082224909310762	4.061530714648326	3.8679875232049103	2.4564917095207583	5	4	1	331	fake
gossipcop-1151972925	16	7	4.133333333333334	1.6733200530681511	3.1167748898959182	2.4458581770458854	3	4	1	28	fake
gossipcop-1154955596	13.069767441860465	7.3232323232323235	3.9377049180327868	3.9848279052286317	3.5556990329178007	2.355194046123131	4.5	5	0	198	fake
gossipcop-1156920900	12.505494505494505	8.044293015332197	4.165904936014625	3.8740433101155607	3.709844259807894	2.4151767725949997	5	5	2	587	fake
gossipcop-1156925967	13	9.74074074074074	4.081632653061225	5.5	5.1466824452305096	1.967457021223678	7	8	2	27	fake
gossipcop-1170441384	10.318181818181818	6.21875	3.543307086614173	3.389641488636756	3.0642533246290196	1.4016632724445122	3.75	3	0	64	fake
gossipcop-117212997	13.293103448275861	8.108843537414966	4.059288537549407	4.845931890343712	4.083531304434309	2.809576137230718	6	5	1	294	fake
gossipcop-1174330891	14.692307692307692	8.505263157894737	3.9244186046511627	4.9206724897598395	4.002298508582357	2.7597790628840086	8	5	0	95	fake
gossipcop-1181298966	12.130434782608695	7.775	3.778481012658228	4.046515923027106	3.5034804123899423	1.7775798428595961	6.5	5.25	0	80	fake
gossipcop-1185219723	12	6.902439024390244	3.5714285714285716	2.8284271247461903	2.7524257864103454	1.6668027155356469	3	3	0	82	fake
gossipcop-1186645827	13.5	8.423076923076923	3.9649122807017543	2.8136571693556887	3.3874551024339667	1.7367534976511694	4.25	5	1	26	fake
gossipcop-1188213997	11.571428571428571	8.416666666666666	4.25	5.434207600460067	4.182470030443202	3.8720867184963144	5	5	0	48	fake
gossipcop-1188816168	11.833333333333334	7.125	3.7941176470588234	4.5795438880113615	3.9350190596742984	2.1798463486691513	7.5	6	0	48	fake
gossipcop-1188990128	11.31578947368421	6.485714285714286	3.4205607476635516	3.5696473595396148	2.9652408099890453	1.4471201383810024	4.5	4	0	70	fake
gossipcop-1196788294	12.148148148148149	7.6923076923076925	3.9732620320855614	4.88158826388012	4.5001643625473084	2.796929475842484	4	4	1	104	fake
gossipcop-1198146648	14.518518518518519	8.85234899328859	4.08300395256917	6.184630713670128	5.592871588284134	2.960381957112998	5	6	0	149	fake
gossipcop-12007541	11.227272727272727	6.546511627906977	3.7163120567375887	3.6298236644099866	2.9359716776095195	1.928973714326832	5.75	4	0	86	fake
gossipcop-1202990527	18	11.169811320754716	5.215277777777778	8.414273587185052	6.569615160770573	4.976560607326617	13.5	9	2	53	fake
gossipcop-120348930	11.333333333333334	7.318181818181818	3.722972972972973	3.9346513799168386	2.990688027199269	1.8773937726667567	6	4	0	110	fake
gossipcop-1204805620	12.613636363636363	7.556213017751479	4.1225626740947074	4.2544944635638995	3.7666521606065695	2.7366323581912235	5.25	4	1	169	fake
gossipcop-121084045	14.5	8.023255813953488	4.178571428571429	4.031128874149275	3.7197672601176195	2.326916589894561	4.5	5	2	43	fake
gossipcop-1211038093	11.727272727272727	7.534883720930233	3.55	3.1069104528427385	3.01429799925947	1.0897247358851683	6	4.5	0.25	43	fake
gossipcop-1211097930	12.307692307692308	7.304347826086956	3.9326424870466323	4.400779920119324	3.8862610018717456	2.746759138216563	4.5	4	0	92	fake
gossipcop-1212267256	14.72	8.673202614379084	4.16	6.496275856211773	5.688918324606661	3.758244270932905	6	5	0	153	fake
gossipcop-1216245722	11.619047619047619	8.064102564102564	3.8421052631578947	4.561497148505923	4.1889345796464195	1.9311797474574557	6	5	0	78	fake
gossipcop-1216355292	11.166666666666666	6.7443609022556394	4.205128205128205	4.13991411612474	2.965095531150271	3.175058951033477	5.5	3	0	133	fake
gossipcop-1220474761	11.478260869565217	7.010526315789473	3.591194968553459	2.5854032604032184	2.689138922414445	1.3232979407430077	3.5	3.5	0	95	fake
gossipcop-1220539977	8	7.571428571428571	3.8181818181818183	3.559026084010437	2.610809554642438	1.1922615498730909	4	3.5	1.5	7	fake
gossipcop-1225099614	14.666666666666666	8.5625	4.055555555555555	6.018490028422596	5.147435647970744	2.527014536787591	7	6	0	16	fake
gossipcop-1229259214	42.61538461538461	16.36231884057971	7.231464737793852	32.77085586436278	21.339200516442723	13.534710084035163	41	16.75	3	138	fake
gossipcop-1230409750	10.833333333333334	6.857142857142857	3.9761904761904763	2.91070819942883	2.531435020952764	1.8959618144398531	3	2.5	1	14	fake
gossipcop-1232016858	11.04	7.253333333333333	4.011494252873563	3.984771009731927	3.540596308847172	2.3464046983816877	4	4	1	75	fake
gossipcop-1237938606	10.090909090909092	6.619718309859155	4.015037593984962	4.898135924736071	3.412347905842811	3.487862870670481	4.25	4	0	71	fake
gossipcop-1239121151	13.0625	7.193181818181818	4.046153846153846	3.613667631368441	3.179686786123948	2.420621466488238	4.25	4.25	1	88	fake
gossipcop-1239218320	12.037037037037036	7.104347826086957	3.63265306122449	3.785757730127597	3.198841945464091	1.590069662843333	4.5	4	0	115	fake
gossipcop-1241528475	12.6	7.271428571428571	3.8672566371681416	3.3823069050575527	3.125569335892165	1.9530073237711465	5.5	3	1	70	fake
gossipcop-1242871756	11	6.764705882352941	3.911764705882353	3.5777087639996634	3.0395319253561914	1.8529411764705879	2	5	1	17	fake
gossipcop-1244264367	10.416666666666666	6.75	3.6285714285714286	3.2521360501813095	2.745450782658469	1.5961688826815341	4.75	3.25	0	40	fake
gossipcop-1247316129	11.261904761904763	8.225806451612904	3.9653579676674364	3.4713763141928635	3.8913442193548957	2.0661577340052872	3.5	3	1	93	fake
gossipcop-1247336364	10.518518518518519	6.695121951219512	4.021897810218978	3.7650475415853393	2.6855031975688077	2.5927105937867214	4	3	1	82	fake
gossipcop-1249049450	12.8	7.65	3.7333333333333334	4.791659420284375	3.811495769379785	1.6786237749352229	2	5.5	0	20	fake
gossipcop-1251383153	10.981132075471699	7.0404624277456644	3.7713414634146343	3.600265011407826	3.0683135046861154	1.8345021669313741	6	4	0.25	173	fake
gossipcop-1252725097	11.333333333333334	6.6	3.6184210526315788	3.5901098714230026	2.6343879744638983	1.4864927395786176	3	3	0	40	fake
gossipcop-1258552214	14.8125	7.804166666666666	3.8412162162162162	6.023067636180088	4.979874426685432	2.863763094489252	6.5	6	0	240	fake
gossipcop-1260836518	12.952380952380953	8.097560975609756	4.0886075949367084	5.19593422074451	3.896871027793656	2.726753870227945	6	4.75	1	82	fake
gossipcop-1264231750	13.25	8.1875	4.228571428571429	1.920286436967152	3.025284077570237	2.2050035864656845	2.75	5.25	1	16	fake
gossipcop-1266666545	10.9140625	7.020997375328084	4.080097087378641	3.5554257475151623	3.0489583527392625	2.469403447926704	5	4	1	381	fake
gossipcop-1267637959	13	7.745454545454545	4.061855670103093	5.203549084703927	4.561571427073956	2.6894771384300618	6	4	0	55	fake
gossipcop-1271062242	13.472222222222221	7.982781456953642	4.08723897911833	4.104781162871138	3.7518694958418184	2.409436116597729	6	5	1	1510	fake
gossipcop-1277601040	13.444444444444445	8.942028985507246	3.7551020408163267	5.31478255248951	4.977875857946927	2.0222969251653553	6.75	6	0	69	fake
gossipcop-1284230032	13.045454545454545	8.409090909090908	4.6503067484662575	6.609065899665072	4.9097221816337475	3.968485891874071	7	5.25	1	88	fake
gossipcop-1287068479	13.047619047619047	7.67816091954023	4.346534653465347	4.903605966421334	4.1481037154192535	3.280411841942949	4	4	1	87	fake
gossipcop-1288551520	11.68421052631579	8.41025641025641	3.896551724137931	2.2017369119317776	2.2155389309977385	1.8509673318069577	2.5	2	1	39	fake
gossipcop-129245065	11.75	7	4.029126213592233	4.337337893224368	3.600766201988031	2.43540355970694	6.25	5	1	58	fake
gossipcop-1294448305	13.970149253731343	8.852842809364548	4.385036496350365	5.675214899616384	5.090986553935098	3.221664035751083	7	6	1	299	fake
gossipcop-12955535	12.466666666666667	7.507936507936508	4.018691588785047	4.3949465930265355	3.5495272024662836	2.7136942727243802	6	4.5	1	63	fake
gossipcop-129798707	9.2991452991453	6.556291390728477	4.540184453227932	3.8392150133925944	2.8392606107495126	2.8187505932041006	6	4	2	151	fake
gossipcop-1300270872	11.333333333333334	8.3	3.96875	5.467073155618908	5.478138369920935	2.1863836437139756	3.5	4.5	0.25	20	fake
gossipcop-1300529280	12	7.4	3.912280701754386	2.449489742783178	2.7856776554368237	1.7896456745693463	2.75	4	1	25	fake
gossipcop-1305114310	14.090909090909092	8.65625	3.8433734939759034	4.010317272747777	3.7592334241837126	2.1367801907060575	5.5	6	0.5	64	fake
gossipcop-1313702744	11.424242424242424	7.236559139784946	3.932781799379524	3.114290648648708	2.71487809503028	2.0145876524669393	4	3	1	279	fake
gossipcop-1314470611	11.142857142857142	7.296296296296297	4.071428571428571	4.969293465978882	3.875992726504038	2.443581067894853	5	4.5	0	27	fake
gossipcop-1323742146	13.8	7.777777777777778	3.8636363636363638	2.1354156504062622	3.456966485800899	2.0625547826433506	2	5.5	0.25	18	fake
gossipcop-1323947612	11.333333333333334	7.469387755102041	4.377777777777778	3.681787005729087	2.8001606427410883	2.9498692166029543	5.5	5	1	49	fake
gossipcop-1328152817	11.8125	7.703703703703703	3.7093023255813953	4.141538814257329	3.478130775285237	2.166694401508776	7	4.75	0	54	fake
gossipcop-1329261407	13.566666666666666	7.671171171171171	4.017060367454068	5.077291491424231	4.318927281466119	2.7072320309352227	6	4	0	444	fake
gossipcop-1333002237	13.8	7.75	4.3028571428571425	4.770744176750625	3.7212229172679243	3.359377979353211	5.75	6	1	100	fake
gossipcop-1336256939	13.25925925925926	7.097560975609756	3.8472222222222223	4.796546540018392	3.4697640184662344	2.4399817217489845	7.5	5	0	164	fake
gossipcop-1339876563	8.838709677419354	6.216666666666667	3.6066666666666665	2.6039272349174927	2.3244473656238283	1.2214563256848585	3	3.25	1	60	fake
gossipcop-1344406228	12.872727272727273	7.4765625	3.9197396963123645	4.994741035982639	4.098332061167537	2.694104742967777	6.5	4.25	0	256	fake
gossipcop-1360722071	11.424242424242424	7.236559139784946	3.932781799379524	3.114290648648708	2.71487809503028	2.0145876524669393	4	3	1	279	fake
gossipcop-1361315567	12	7.54054054054054	3.6687898089171975	3.0860669992418384	3.0544127988295493	1.601705043068693	3	4	0	74	fake
gossipcop-1361560822	12.764705882352942	7.5285714285714285	3.5543478260869565	3.702612936907345	3.702205630514362	1.4917463535617703	5	5.5	0	70	fake
gossipcop-1365192937	11.192307692307692	7.282608695652174	3.536144578313253	3.7521197164887883	3.2347504673485004	1.273651265206521	5.75	4	0	92	fake
gossipcop-1366889953	9.508196721311476	6.5	3.865102639296188	3.5046711256558214	2.704536213296516	2.036179161069929	5	3	1	124	fake
gossipcop-1369150512	10.8	6.787234042553192	3.3821138211382116	3.1749015732775088	3.055766576614778	1.024261186863325	5	4.75	0	94	fake
gossipcop-1369804075	10.23076923076923	6.5227272727272725	3.5396825396825395	3.3085866411702414	2.606710190360433	1.5718293540542392	5	4	0	44	fake
gossipcop-13736481	11.27927927927928	7.478835978835979	3.699367088607595	4.1831303662140185	3.3736963728947664	1.9668453452372399	6	4	0	378	fake
gossipcop-1375570271	11.454545454545455	7.589743589743589	3.8771929824561404	3.893202382793429	3.52076586014266	1.8831680607991181	5.5	4.5	1	39	fake
gossipcop-1380587821	12.470588235294118	7.390243902439025	3.7899159663865545	3.5333311571014603	3.3920858305731323	1.8282284651184717	5	4	0	82	fake
gossipcop-1380729469	11.627906976744185	7.289962825278811	4.055872291904219	3.579809373994287	3.314597038889728	2.1590841890885257	5	4	2	269	fake
gossipcop-1381944265	12.727272727272727	8.102564102564102	3.6527777777777777	3.4401614415317274	3.5431036068633084	1.4921993669135782	5	5.5	0	39	fake
gossipcop-1385937069	12.1	7.891304347826087	4.142028985507246	3.9933873913186604	3.4768067612679436	2.5853772632563206	5.75	5	1	230	fake
gossipcop-1386564222	13.458333333333334	7.274193548387097	3.9774774774774775	4.377776896503014	3.5771197407912383	2.302454025117771	6.25	5	0	124	fake
gossipcop-1391794235	12.307692307692308	7.872641509433962	4.125	3.6707705203427996	3.314890163491517	2.3647942219839693	5	5	1	212	fake
gossipcop-1393324921	12.9	7.225806451612903	3.533333333333333	3.1606961258558215	3.155909398981858	1.4236104336041748	4.25	4	0	93	fake
gossipcop-1394099574	12.285714285714286	6.96	3.574468085106383	3.3896601479156203	3.208488740824876	1.762429184949047	4	4	0	125	fake
gossipcop-1398125520	11.848484848484848	7.120567375886525	3.8720379146919433	4.0610583194547765	3.165584385351248	2.4683254331753153	6	4	0	141	fake
gossipcop-1398282945	11.307692307692308	8.28834355828221	4.592511013215859	5.969597530366365	4.989220191081622	3.5313618622709306	7.25	5	2	163	fake
gossipcop-1398529432	11.727272727272727	7.056818181818182	3.492957746478873	3.73170468214069	3.1957285218121965	1.3148473850991087	4.5	4.25	0	88	fake
gossipcop-1399234045	13.833333333333334	8.179487179487179	4.042553191489362	5.927806414592913	5.022369421777931	2.3696435391192945	9	6	0.5	39	fake
gossipcop-1402129558	11.333333333333334	6.481927710843373	3.7470588235294118	3.104656001699526	2.5945329258284646	1.9824576687295237	3.5	4	0	83	fake
gossipcop-140849966	11.583333333333334	7.097560975609756	4.128787878787879	4.241822197541471	3.391559667467062	2.6866823718344164	5.75	4.75	1	82	fake
gossipcop-1409790969	13.8125	8.366666666666667	3.6504065040650406	5.186746933290654	4.243819034784589	1.7896892578412857	9	7	0	90	fake
gossipcop-1410407190	11.434782608695652	6.815533980582524	3.8257575757575757	4.411704658770721	3.7822979936703813	2.375685585643973	5	4	0	103	fake
gossipcop-1410900558	10.793650793650794	6.91	3.7690058479532165	3.960754818869477	3.3199246979412047	2.039630357225997	5	4.25	0	200	fake
gossipcop-1413519098	12.789473684210526	8.023809523809524	3.542372881355932	3.968016173678056	3.709627726400687	1.7400763074861827	4	5	0	84	fake
gossipcop-1414621205	8.333333333333334	6.25	3.25	2.6246692913372702	1.713913650100261	0.6614378277661477	3	2	0	8	fake
gossipcop-1416257068	12.28125	7.076923076923077	4.286173633440514	4.445744981158951	3.407266860053862	2.690659409862865	5.25	4	1	143	fake
gossipcop-1418105606	14	8.56	3.911111111111111	4.69041575982343	4.327401067615527	1.9416169918935802	8	7	1	25	fake
gossipcop-141965938	15.2	9.2	4.318518518518519	4.9017003852404795	4.688816481800071	3.135582766678963	5.5	7	1	80	fake
gossipcop-1424848077	13	8.344827586206897	3.789473684210526	2.9277002188455996	3.1214039952092016	1.5975512193448718	4	5	1	29	fake
gossipcop-1432833690	10.142857142857142	6.538461538461538	4.191489361702128	4.15515416349971	3.4107383503685176	2.3396517095985145	7.5	4	1	13	fake
gossipcop-1433840923	10.615384615384615	6.7073170731707314	3.684931506849315	3.991114391099338	2.577992246190012	1.8570614018128773	7	5	0	41	fake
gossipcop-1434380198	11.08	6.943820224719101	3.507142857142857	2.869425029513753	2.606644709552522	1.30655724586973	3	4	0	89	fake
gossipcop-1440280874	7	5	4.222222222222222	1.632993161855452	0	1.872477727372524	2	0	2	1	fake
gossipcop-1442274618	12.961538461538462	7.906976744186046	4.0048076923076925	5.258551783895004	4.268946569519541	2.8309715581435553	6	5	0	129	fake
gossipcop-1445432909	9.941176470588236	6.086956521739131	3.9906542056074765	3.2443722901500416	2.6278283889150567	2.519068686767103	3	3.75	1	46	fake
gossipcop-1448464423	14.636363636363637	9.368421052631579	3.9753086419753085	5.866278474509701	5.064952083898561	2.69647830977935	8.75	8	0	114	fake
gossipcop-1448667119	12.523809523809524	7.531914893617022	3.767605633802817	4.170406484916441	3.505928497709954	2.0578448077845928	4	4	0	94	fake
gossipcop-1450195626	12.764705882352942	7.850746268656716	4.048611111111111	4.137765975310347	4.045464500545351	2.882730816409424	4	4.5	1	67	fake
gossipcop-1454304840	11.862068965517242	7.196581196581197	4.225806451612903	4.5313021492345396	3.499058032557046	2.839351100553864	7	4	1	117	fake
gossipcop-1455024839	10.578947368421053	6.3076923076923075	4.074074074074074	3.8294673186486836	2.7563804411029107	2.3041978748286533	6.5	4	0.25	52	fake
gossipcop-1457904080	12	5.5	5.5	0	0.5	3.253203549323856	0	0.5	4.75	2	fake
gossipcop-1462766857	13.590909090909092	7.244094488188976	3.6632124352331608	3.575918075493988	3.4906320873195353	1.839560671096034	4	5	0	127	fake
gossipcop-1463233478	11.666666666666666	6.615384615384615	3.6818181818181817	1.699673171197595	2.020603928702107	1.394351059107088	2	2	1	13	fake
gossipcop-1470939687	11.125	6.596153846153846	3.680672268907563	1.9324531042175384	2.3060090014553065	1.472052092549909	3	3.25	0.5	52	fake
gossipcop-1472949555	11.928571428571429	7.59047619047619	3.880434782608696	4.503400076042318	3.890636471606543	2.115380484350931	6.25	5	0	105	fake
gossipcop-1473113094	13.473684210526315	8.887323943661972	4.410404624277457	5.030103285040154	4.04394625204474	3.173099787908483	5.5	4.5	2	71	fake
gossipcop-1474948818	13.222222222222221	7.906976744186046	3.926470588235294	4.732342097565968	3.6587833375436527	2.3844852476360114	6.75	4.75	1	86	fake
gossipcop-1475623156	13.25	8.1875	4.228571428571429	1.920286436967152	3.025284077570237	2.2050035864656845	2.75	5.25	1	16	fake
gossipcop-1477811185	11.714285714285714	6.894736842105263	4.037735849056604	3.7688302737922625	3.0243700839070824	2.4798224537096183	4.5	3.5	0	19	fake
gossipcop-1485355129	12.468354430379748	8.064516129032258	4.173461231015188	5.013489254729733	4.543591615216853	2.650635100715684	6	5	1	620	fake
gossipcop-1488759008	12.238095238095237	8.645569620253164	3.7225806451612904	6.02300954597697	5.5758020929127525	2.1687977459530883	4	4.5	0	79	fake
gossipcop-1494351955	11.981481481481481	7.420792079207921	4.045454545454546	4.2097362490652666	3.70391328597691	2.609680801227905	6	5	0	202	fake
gossipcop-1495995782	13.931034482758621	9.1203007518797	4.388625592417061	5.613598234353967	4.900571692881057	3.081924601356197	9	8	1	133	fake
gossipcop-1497308886	12.397435897435898	8.191044776119403	3.7426778242677825	5.855831508517579	5.3133942644918974	2.3301504666990986	5	5	0	335	fake
gossipcop-1498338899	12.181818181818182	6.450980392156863	3.5844155844155843	2.2081741457256583	2.0514339842589124	1.7680471973973602	2.5	2	0	51	fake
gossipcop-1500371630	13.121212121212121	7.435665914221219	4.035755478662053	4.673745123587413	4.168276537966809	2.3893968922798834	6	4	1	443	fake
gossipcop-1501322357	14	7.2125	4	3.759432581299116	3.5485692539388323	2.7227805336799484	5	5.25	1	80	fake
gossipcop-1505670647	12.736842105263158	7.447368421052632	4.139705882352941	4.854104126386876	3.480754367881923	2.841842800319909	6.5	4.25	1	76	fake
gossipcop-1509983640	13.666666666666666	8.1	3.5531914893617023	3.2489314482696545	3.9102429592034302	1.4113296980235743	4	5.75	0	30	fake
gossipcop-1515227891	11.857142857142858	6.4	4.1891891891891895	2.0995626366712954	2.349468024894146	2.299680798506232	2	5	2	25	fake
gossipcop-1517816546	11.333333333333334	7.294117647058823	4.427927927927928	4.438885412319595	3.517430644533073	2.977654653926284	5.5	5	2	85	fake
gossipcop-1518320128	8.5	5.666666666666667	3.4	3.5	1.247219128924647	0.8	3.5	1.5	0	3	fake
gossipcop-1525600180	12.181818181818182	9.08	5.245098039215686	6.499205291532774	6.257283755752171	5.010648023742966	3	4.75	2	50	fake
gossipcop-1526103103	10.722222222222221	7.620689655172414	3.670103092783505	4.543683717909408	3.929673085494327	1.908859698929343	5.5	4	0	58	fake
gossipcop-152704263	12.043478260869565	8.053191489361701	3.676258992805755	5.3607126462453065	3.8712442919024292	2.0956131890114404	7.5	5	0	94	fake
gossipcop-1527288531	14.666666666666666	9.64	4.083333333333333	3.2489314482696545	4.117086348377939	1.9773017529507788	3	6	1	25	fake
gossipcop-1529722227	15.636363636363637	8.655555555555555	4.53074433656958	3.7844833266361175	3.8734455265194554	2.9685285213191737	6	4	2	90	fake
gossipcop-1532318228	10.583333333333334	6.925925925925926	3.566666666666667	4.34853104188325	3.81283659603887	1.6918103387266028	5.5	5	0	81	fake
